Frame,NIA_ID,Angle_deg,P2,Orientation
0,1,93.7452481510502,-0.49359987366597574,upright
0,2,45.97222709935984,0.22455203957255998,upright
0,3,37.7596695011458,0.4375399087282834,flat
0,4,65.0803138052594,-0.2336995037526795,upright
0,5,93.94446124316336,-0.4929020135963751,upright
0,6,111.48534697572038,-0.2987768294428526,upright
0,7,44.45799991560474,0.26418868253708394,flat
0,8,61.19948614977357,-0.1518587377912171,upright
0,9,89.15882233123143,-0.49967671149668974,upright
0,10,75.26242147470681,-0.40292684350446156,upright
0,11,45.245333442365535,0.2435772640038283,upright
0,12,48.347488766312374,0.16256224246737294,upright
0,13,26.225225447237044,0.7070854669853881,flat
0,14,46.73095391932999,0.20471130062045462,upright
0,15,67.08684453494504,-0.27262686135997,upright
0,16,62.24437434421834,-0.1746832927557992,upright
0,17,67.70529434844475,-0.2841168478014508,upright
0,18,66.2684877230932,-0.25704939790654546,upright
0,19,73.7582970525535,-0.382660268076821,upright
0,20,67.35071206335769,-0.2775592775088576,upright
0,21,82.04881279453603,-0.4712974666252708,upright
0,22,57.120602171084926,-0.057934160206649765,upright
0,23,96.63522432820156,-0.47997304675988267,upright
0,24,81.169358537965,-0.4646500333784659,upright
0,25,57.45742251312489,-0.06595310706935065,upright
0,26,42.50892332175456,0.3151340808405222,flat
0,27,119.58709130262781,-0.1343223942146119,upright
0,28,75.83185957464052,-0.41013273104708614,upright
0,29,80.25048228493492,-0.45698533292780075,upright
0,30,61.83941564093372,-0.16590275947225291,upright
0,31,26.286277765627524,0.7058172187958971,flat
0,32,49.503203677138565,0.13259131248664546,upright
0,33,60.48292169806445,-0.1358952404374556,upright
0,34,46.37689687083107,0.21396680091476084,upright
0,35,77.17275348121494,-0.4260658769067727,upright
0,36,63.70424066665528,-0.20562007102503593,upright
0,37,88.67286277505954,-0.4991953630254547,upright
0,38,72.73267425447412,-0.3678376139628723,upright
0,39,45.53300700557903,0.236046714275571,upright
0,40,72.44178951975329,-0.36348866556527015,upright
0,41,85.35013765193109,-0.49014236967134284,upright
0,42,36.436628167781585,0.470864817932483,flat
0,43,85.67713530300091,-0.49147753828879853,upright
0,44,70.74060544348251,-0.336802979282487,upright
0,45,55.46305293736494,-0.017872712824818837,upright
0,46,61.8931901168186,-0.16707354999582863,upright
0,47,26.750392670716685,0.6961088262964452,flat
0,48,60.39546690261509,-0.13393020573875303,upright
0,49,104.77523061667644,-0.4024412553463188,upright
0,50,62.72763249678649,-0.18505035442632756,upright
0,51,84.92846130946181,-0.48827829023007807,upright
0,52,75.93699697489416,-0.41143474025719734,upright
0,53,86.10361565470846,-0.49307372094837526,upright
0,54,94.08377074670341,-0.4923926543625559,upright
0,55,121.71760253947924,-0.08540719636964705,upright
0,56,80.91873248741047,-0.46263206016156044,upright
0,57,81.38288176932319,-0.466326120879024,upright
0,58,25.993234413809716,0.711885668155354,flat
0,59,110.38220846530828,-0.31805053332262856,upright
0,60,71.63832203435156,-0.3511489722312592,upright
0,61,67.95675942839578,-0.2887178580467875,upright
0,62,76.60744474806353,-0.4195272186407451,upright
0,63,84.92013633335824,-0.4882398770305091,upright
0,64,109.07406802174579,-0.3398122643329494,upright
0,65,126.32970820833829,0.026461695345683434,upright
0,66,84.94336967365749,-0.48834692477936786,upright
0,67,85.06518570945289,-0.4889002431074814,upright
0,68,59.77724562597062,-0.11993831794748788,upright
0,69,65.99836993338425,-0.2518162402184854,upright
0,70,57.15582737173966,-0.058774806466065144,upright
0,71,76.51858271387549,-0.4184756163344492,upright
0,72,55.666310453328016,-0.022836217045893448,upright
0,73,112.57052313228499,-0.27902295520136217,upright
0,74,67.94923450704435,-0.2885807766488548,upright
0,75,120.74756506834365,-0.10792509029551356,upright
0,76,49.51124470394574,0.1323833989804304,upright
0,77,72.78365323700484,-0.3685932412492623,upright
0,78,90.07909521965053,-0.49999714144737895,upright
0,79,45.01877214885835,0.24950854632729091,upright
0,80,58.138862354722455,-0.08204196792362772,upright
0,81,61.13696425552982,-0.15047575383661504,upright
0,82,116.60373627145293,-0.1991893712403685,upright
0,83,46.97199016923494,0.1984141789650795,upright
0,84,77.1344975663689,-0.42563166531415875,upright
0,85,117.027001915853,-0.1902668424923123,upright
0,86,100.73080586426941,-0.4479971866900483,upright
0,87,84.48773221023363,-0.48615903796209625,upright
0,88,80.5498367990436,-0.4595626351424841,upright
0,89,65.28847884771635,-0.2378516097492705,upright
0,90,72.67348841221171,-0.3669578878018899,upright
0,91,71.28346755409376,-0.3455479827510855,upright
0,92,69.75017603011534,-0.3203074671430791,upright
0,93,38.36987167728682,0.4220309755326942,flat
0,94,53.69611496374876,0.025816463664522837,upright
