Frame,SDS_ID,Angle_deg,P2,Orientation
0,1,90.43451317323526,-0.4999137332248049,upright
0,2,109.22246130877457,-0.33740465530895614,upright
0,3,120.9393073509857,-0.1035058226311657,upright
0,4,114.79927601320502,-0.23610435978587152,upright
0,5,105.88168127021508,-0.3876721085654765,upright
0,6,104.28842999983954,-0.4086321745353255,upright
0,7,112.20913438517103,-0.28568716664525196,upright
0,8,114.24786831702643,-0.24700683200483853,upright
0,9,107.1704799223788,-0.36927142069682145,upright
0,10,100.27306416877575,-0.4522924525824158,upright
0,11,131.32342587447346,0.15401151477805086,upright
0,12,98.56838260166631,-0.4667031050394333,upright
0,13,126.0780750155383,0.02018207120230131,upright
0,14,93.65885557315653,-0.4938913379498852,upright
0,15,156.1832422453555,0.7554027312783236,flat
0,16,86.85346306667063,-0.4954806599725729,upright
0,17,97.62992765588623,-0.4735565496337917,upright
0,18,125.09912607301779,-0.0040749668107777914,upright
0,19,123.46025485865233,-0.04400587268254463,upright
0,20,135.55535608141238,0.26453827758959103,flat
0,21,101.55026539481966,-0.439863396995516,upright
0,22,108.35928932594095,-0.35118636273155535,upright
0,23,133.20466875247797,0.20302909744354802,upright
0,24,112.92968822469416,-0.2723163378061539,upright
0,25,136.136661625972,0.27974992464959336,flat
0,26,100.80471445154417,-0.4472869195496653,upright
0,27,93.58883779356215,-0.4941225951178247,upright
0,28,125.18808650494627,-0.0018824781547140401,upright
0,29,117.33974205823463,-0.18361236611609322,upright
0,30,112.32705428145101,-0.2835219758716746,upright
0,31,82.83435224371901,-0.4766605051982644,upright
0,32,150.8329601295673,0.6437241194231309,flat
0,33,99.75772907238132,-0.4569135478925432,upright
0,34,104.0011413895456,-0.412196665600147,upright
0,35,110.2963841482693,-0.3195150800596611,upright
0,36,155.56586142649564,0.7433442768443628,flat
0,37,105.06936831050446,-0.3986091205255232,upright
0,38,145.5309117895393,0.5195313230171112,flat
0,39,104.07459065497696,-0.4112916769194471,upright
0,40,103.9081516447369,-0.41333617318684807,upright
0,41,128.87371889042072,0.09083397032579099,upright
0,42,108.8641917836645,-0.3431903701468606,upright
0,43,123.6751673852414,-0.03882157767974237,upright
0,44,112.32258846223085,-0.2836041401034913,upright
0,45,121.82526513033056,-0.08288379558221737,upright
0,46,89.36734307088956,-0.49981712056062255,upright
0,47,109.20128237660234,-0.3377492388962271,upright
0,48,129.15379003366314,0.09800669109066118,upright
0,49,102.93797752064027,-0.4248057571922622,upright
0,50,126.3213941007278,0.026253934726236494,upright
0,51,138.04401195660725,0.3295421727741631,flat
0,52,117.87585744033287,-0.1720851405142484,upright
0,53,115.93676261471798,-0.2130495723714687,upright
0,54,124.71269724166241,-0.013570052027837232,upright
0,55,122.07304687868118,-0.07705847285786449,upright
0,56,160.39137964347924,0.8310657035878755,flat
0,57,125.6676965045828,0.00997913918692106,upright
0,58,135.52093000217192,0.2636371640065597,flat
0,59,142.2439395853327,0.43763139129136863,flat
0,60,119.15564399863113,-0.1439780151996451,upright
0,61,107.04803643139972,-0.37107406977547297,upright
0,62,126.45359622701939,0.029559744772739815,upright
0,63,111.36595745165944,-0.30090254942109074,upright
0,64,94.50754763595025,-0.49073531881177107,upright
0,65,105.00671794023377,-0.39943109734845017,upright
0,66,131.3803242984303,0.15548905016041936,upright
0,67,106.00303096500564,-0.3859940192105028,upright
0,68,127.43396208934621,0.05421627469562573,upright
0,69,98.21226239039765,-0.4693947753058863,upright
0,70,108.69063965146205,-0.34595977308049874,upright
0,71,116.52011344799493,-0.20094061958134657,upright
0,72,117.30586505322411,-0.18433570994178627,upright
0,73,143.17227357056066,0.46105965035770713,flat
0,74,159.8261091930457,0.8215965073675635,flat
0,75,132.48529645030752,0.18424972834038655,upright
0,76,85.44565943992205,-0.4905423741764934,upright
0,77,91.15118511997639,-0.499394550550814,upright
0,78,112.71234759694158,-0.2763845717744294,upright
0,79,109.13631073277499,-0.3388043296927695,upright
0,80,115.62980960894625,-0.21934439815912188,upright
0,81,102.99905352808445,-0.4241063965696106,upright
0,82,139.01127133771797,0.35467202883823123,flat
0,83,142.19753327649306,0.43645486486957663,flat
0,84,113.30087060012869,-0.2652990725879558,upright
0,85,102.39815065967069,-0.43085341551227785,upright
0,86,130.70970515358613,0.13809972239245316,upright
0,87,85.94140185805311,-0.49248599314281133,upright
